age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
23,4.91,1.65,7.37,4.05,274,100,0,72.9
39,9.72,6.18,7.41,6.35,88,100,100,54.22
22,2.76,0.97,6.39,5.46,190,100,0,90.27
28,10.28,8.66,7.85,6.39,120,100,100,28.83
39,6.28,5.3,6.45,6.02,159,100,100,31.11
32,7.96,5.72,0.08,8.66,225,83.69,100,0
36,2.9,2.48,2.3,4.21,92,100,50,19.61
34,5.37,4.23,0.24,7.42,79,96.18,50,
34,2.9,2.31,0.75,8.26,175,100,50,25.89
35,11.62,,1.75,8.8,143,84.91,100,10.33
26,10.07,4.87,4.03,4.89,33,100,50,23.4
33,6.6,2.84,6.78,6.66,283,100,50,64.73
28,4.24,2.1,6.9,4.22,46,100,50,79.01
31,11.33,7.67,4.93,6.5,264,87.72,100,17.34
38,5.45,2.2,7.43,4.63,69,100,50,
35,3.61,1.64,4,8.19,206,100,0,67.09
17,7.63,4.43,7.11,4.57,76,100,50,60.64
37,11.44,5.03,3.63,6.57,278,85.85,100,20.05
,2.04,1.33,2.22,6.61,174,100,0,50.59
31,4.38,3.74,7.33,8.86,53,100,50,100
26,11.38,8.52,3.1,7.27,45,83.66,100,0
23,3.71,2.6,4.03,5.44,269,100,50,43.51
29,3.13,2.03,2.63,5.2,105,100,50,33.64
32,7.7,4.56,5.3,4.64,179,100,50,29.86
35,10.62,4.37,7.96,7.78,219,100,50,75.75
27,6.77,5.67,0.2,7.45,125,91.68,100,0
35,11.95,5.37,7.2,7.05,294,100,100,66.23
22,8.79,3.12,0.03,4.2,277,84.81,50,0
28,2.74,2.06,2.91,7.81,239,100,50,25.28
22,11.93,4.84,1.35,7.21,34,99.48,50,7.95
28,6.08,3.18,6.06,8.82,40,100,50,81.42
21,4.87,,0.4,6.94,78,100,0,32.59
37,7.58,2.9,4.43,5.52,101,100,50,43.04
26,5.04,2.04,2.36,5.91,137,100,50,30.25
25,2.86,0.95,,4.88,132,100,0,27.22
36,2.01,,,7.61,295,100,0,72.97
36,6.5,5.21,1.74,7.54,276,89.32,100,21.78
25,10.37,5.43,1.79,5,284,92.44,100,0
39,7.72,6.37,2.2,4.79,254,74.44,100,0
36,11.99,5.13,4.69,4.39,70,100,100,39.19
27,4.87,2.41,5.28,8.56,185,100,50,70.53
32,,1.87,0.14,5.17,250,92.03,0,18.37
16,3.6,2.42,1.93,,240,98.48,50,5.3
35,3.64,,3.45,5.4,290,100,50,48.26
29,4.85,3.24,2.66,6.07,103,100,50,
34,9.93,7.52,7.07,7.57,249,96.26,100,20.39
32,11.06,6.94,6.3,8.35,241,100,100,38.77
29,11.75,7.95,5.01,4.91,173,84.4,100,9.92
33,4.32,3.72,2.7,7.43,73,100,50,40.31
37,10.81,5.18,5.61,5.76,138,100,100,52.43
38,5.28,2.72,6.75,8.9,217,100,50,68.76
26,3.13,2.29,4.76,5.49,292,98.48,50,48.77
27,10.7,7.13,6.28,4.04,217,91.88,100,10.05
36,8.36,3.4,5.99,6.58,147,100,50,54.1
25,3.65,1.92,4.57,,111,100,0,58.77
19,6.3,3.66,2.5,4.22,28,100,50,8.02
15,4.87,2.69,,7.49,246,100,50,68.28
38,9.37,3.81,1.65,7.66,,100,50,17.93
17,6.53,5.58,6.24,6.3,153,100,100,54.7
36,11.89,9.01,6.44,7.38,35,99.65,100,9.83
33,2.55,1.5,6.58,6.69,234,100,0,92.64
37,5.55,3.93,3.78,7.15,131,100,50,53.07
21,6.82,5.72,1.54,6.98,176,80.53,100,5.21
26,7.03,2.68,0.8,7.33,217,100,50,18.97
29,5.16,2.32,5.95,5,77,100,50,43.22
39,,5.81,7.09,5.34,97,100,100,54.64
19,10.75,8.38,5.21,6.2,261,91.13,,18.32
29,11.39,3.66,1.15,6.23,118,100,50,10.84
22,10.05,8.95,7.48,7.87,25,100,100,35.27
24,10.51,6.02,7.91,5.84,298,100,100,65.83
30,7.51,3.87,3.47,4.81,231,92.2,50,12.19
22,10.26,4.88,4.76,5.26,292,95.31,50,37.4
15,5.04,2.04,6.22,5.07,103,100,50,73.42
26,5.98,4.63,5.89,7.66,131,100,50,54.5
19,5.17,4.51,7.74,6.35,217,100,50,90.95
17,6.67,3.66,0.92,,47,100,50,21.04
15,4.86,4.24,4.65,6.08,160,100,50,44.01
18,11.62,9.23,5.54,8.45,192,95.61,100,23.16
22,5.13,3.02,7.12,8.92,39,100,50,93.5
17,2.98,2.1,6.99,7.35,136,100,50,84.8
24,7.27,4.08,7.82,8.32,73,100,50,92.54
16,2.57,1.63,4.1,6.54,246,100,0,54.27
25,3.11,1.04,6.65,8.67,128,100,0,79.47
39,4.19,3.01,3.42,8.16,250,100,50,35.17
24,6.64,2.2,3.38,8.96,248,100,50,65.07
35,6.33,5,2.03,7.12,106,100,100,21.56
28,10,7.95,6.55,7.9,293,86.54,100,22.23
21,9.39,4.15,7.89,6.71,247,100,50,66.41
16,6.26,3.09,2.05,5.3,90,100,50,13.44
23,5.34,3.14,0.45,5.77,247,97.91,50,15.38
30,5.16,3.4,6.52,8.47,132,100,50,60.98
27,9.74,,4.96,4.28,124,94.89,50,24.34
23,2.52,1.65,7.68,6.96,28,100,0,98.35
34,2.13,1.02,2.02,5.86,184,100,0,21.38
18,9.96,3.32,0.57,5.93,79,95.57,50,7.24
36,6.77,2.04,3.94,8.42,125,100,50,50.99
24,3.31,1.19,0.68,8.27,130,100,0,26.35
36,4.36,3.38,2.09,6.99,108,100,50,20.37
26,11.33,9.93,1.01,5.36,287,47.39,100,0
31,10.6,5.9,1.79,6.38,249,83.46,100,0
28,9.1,5.53,0.85,6.04,90,88.25,100,0
28,6.82,2.65,7.63,5.77,138,100,50,92.27
39,7.2,4.54,2.23,4.51,122,93.86,50,13.54
16,11.75,4.54,3.55,6.72,221,100,50,41.29
35,11.66,7.77,7.19,5.51,42,100,100,35.28
39,4.15,3.57,5.42,7.3,109,100,50,58.16
34,10.11,4.22,4.94,5.6,112,100,50,42.36
25,3.97,3.01,5.64,6.16,283,100,50,39.3
30,4.14,1.3,6.63,4.26,190,100,0,81.84
33,8.76,4.6,7.02,8.96,240,100,50,67.25
37,6.05,2.22,5.14,6.54,43,100,50,64.61
20,11.32,5.79,7.12,4.12,221,100,100,43.12
38,2.89,1.17,4.28,6.71,143,100,0,54.98
33,7.12,3.73,2.22,,161,100,50,21.87
19,11.19,6.16,7.04,7.86,71,100,100,62.19
18,11.04,5.3,4.33,7.5,89,100,100,40.09
29,3.57,,7.25,4.7,279,100,50,90.67
18,5.67,4.83,0.32,7.29,,85.99,50,0
34,8.19,4.43,3.18,7.83,226,100,50,34.08
24,3.59,1.49,7.58,6.86,58,100,0,100
38,11.68,5.4,2,8.46,85,100,100,20.01
36,11.15,9.06,7.53,5.38,32,95.74,100,33.09
17,3.67,2.36,7.63,5.21,213,100,50,47.95
19,3.21,,7.06,8.35,152,100,0,89.2
20,2.85,1.11,4.51,7.13,,100,0,67.49
35,11.09,,5.18,4.01,97,100,100,10.76
36,3.94,1.84,6.96,,269,100,0,77.79
22,6.16,5.33,6.21,8.29,251,100,100,60.57
21,6.49,5.39,5.04,4.14,199,94.51,100,31.25
35,7.99,2.8,7.86,4.02,196,100,50,69.33
24,2.72,1.66,5.49,5.41,48,100,0,51.65
20,4.27,1.86,7.8,8.57,185,100,0,100
28,11.31,6.18,0.46,8.51,245,79.51,100,0
18,,9.15,,6.59,155,71.88,100,0
39,9.81,6.05,3.61,6.77,206,97.93,100,12.55
27,2.19,1.1,3.08,5.66,74,100,0,44.61
34,5.27,2.24,6.26,5.22,21,100,50,67.97
31,8.28,6.46,1.28,8.08,36,99.86,100,0
37,4.75,3.2,7.81,4.53,78,100,50,87.19
21,11.1,6.45,2.52,6.44,107,87.86,100,5.25
18,8.34,3.59,3.43,7.17,242,100,50,36.87
28,2.72,1.36,2.2,4.52,291,100,0,29.15
17,11.09,9.71,4.63,6.6,77,71.01,100,0
38,11.58,,0.47,6.89,211,75.57,100,0
19,2.78,1.5,1.2,7.71,69,100,0,69
30,7.32,4.49,5.97,5.17,232,100,50,33.05
37,5.03,3.86,1.49,5.47,249,90.13,50,0
34,5.93,2.99,1.88,6.85,173,100,50,18.45
18,3.8,1.55,6.34,8.92,292,100,0,89.83
38,7.78,5.06,0.75,5.09,65,88.58,100,0
38,11.58,8.1,3.5,8.93,137,88.35,100,5.59
16,7.03,5.12,0.18,7.57,195,89.83,100,0
32,2.83,2.35,2.77,8.13,87,100,50,50.82
33,8.2,4.29,5.59,4.45,270,99.74,50,
33,5.4,1.86,0.72,5.5,249,91.82,0,13.79
31,10.56,9.24,7.11,,219,84.92,100,11.65
28,6.35,3.56,7.28,5.86,165,100,50,64.33
33,3.93,2.65,0.84,8.91,70,100,50,32
36,3.91,2.74,7.93,4.53,205,100,50,63.46
38,9.69,6.08,2.38,6.81,218,88.82,100,13.55
27,4.66,1.97,0.67,4.03,,91.96,0,12.43
26,9.67,7.28,0.04,7.56,78,85.12,100,0
20,4.06,,3.27,4.99,214,100,50,21.76
35,5.22,3.3,5.04,4.65,162,100,50,58.77
18,6.65,3.94,2.66,5.69,242,95.39,50,10.79
33,11.43,4.21,6.69,7.86,119,100,50,60.45
30,11.32,3.97,5.73,4.53,45,100,50,43.75
27,4.07,2.05,,5.15,33,100,50,44.63
18,5.58,2.71,5.87,4.04,141,100,50,67.32
37,3.49,3.04,,8.84,284,100,50,97.16
31,7.1,5.47,0.74,6.96,26,93.82,100,0
37,6.61,4.6,2.45,7.6,238,96.3,50,17.97
15,,6.72,3.71,7.26,239,100,100,7.66
32,11.3,4.52,3.98,4.72,202,94.24,50,25.15
34,5.84,5.18,4.34,6.97,127,100,100,30.08
31,6.92,3.63,2.41,4.66,143,90.16,50,21.82
29,10.96,3.99,5.34,6.01,189,100,50,41.31
25,10.07,6,5.16,6.84,276,96.6,100,21.08
39,2.04,1.68,4.62,6.79,28,100,0,78.95
36,5.2,4.33,0.91,4.6,299,81.63,50,0
27,6.22,1.91,3.82,4.17,144,100,0,48.3
15,4.3,3.58,2.85,7.99,181,100,50,22.86
31,4,1.85,,7.63,55,100,0,51.47
20,2.38,0.77,7.37,4.41,23,100,,76.22
18,8.43,6.82,3.84,4.64,106,82.92,100,0
34,4.63,3.79,0.11,8.46,283,92.96,50,0
30,2.52,1.66,3.51,7.85,110,100,0,50.13
29,4.31,2.78,6.57,8.98,77,100,50,85.66
29,10.02,7.89,6.24,5.27,159,100,100,10.86
20,10.51,8.11,4.11,6.44,191,95.7,100,0
29,6.83,5.7,2,5.18,279,74.69,100,0
28,6.16,3.89,3.72,7.11,44,100,50,59.92
25,11.78,10.37,4.51,4.58,217,65.23,100,0
21,4.01,3.6,8,4.64,86,100,50,75.66
23,4.15,1.54,5.15,4.36,137,100,0,54.19
30,4.92,,5.55,7.47,299,100,50,32.23
19,3.73,2.24,3.93,6.47,25,100,50,50.98
39,5.79,3.08,2.84,7.09,116,100,50,25.51
34,11.11,7.42,6.5,8.4,91,100,100,55.14
24,8.15,2.72,3.96,7.7,277,100,50,63.75
32,6.12,3.7,7.96,6.31,57,100,50,70.74
17,11.34,9.33,3.66,8.92,75,97.23,100,4.1
27,2.48,1.06,0.54,6.28,122,100,0,11.06
25,4.1,2.28,5.46,4.56,122,100,50,63.78
31,7.66,6.62,0.37,,235,80.47,100,0.97
36,8.16,4.55,2,4.11,40,99.47,50,8.65
27,2.4,1.24,2.83,6.75,134,100,0,51.31
20,6.03,3.4,5.92,5.55,229,100,50,52.44
31,8.49,5.19,3.95,6.52,222,,100,28.86
27,,6.1,0.23,6.79,207,87.36,100,0
33,8.38,6.54,4.93,5.2,170,96.35,100,14.15
35,5.21,2.98,3.29,6.78,210,100,50,49.2
33,2.94,2.32,7.37,7.78,233,100,50,94.87
24,6.27,3.89,4,5.33,61,100,50,28
17,3.29,1.66,5.67,5.92,213,100,0,84.68
28,11.48,7.98,1.75,5.34,269,61.63,100,0
33,6.75,4.93,6.09,8.1,100,100,50,78.3
19,5.17,3.28,5.77,7.62,60,100,50,54.76
19,9.66,3.23,7.23,8.36,39,100,50,85.64
34,6.98,2.81,0.27,4.85,28,100,50,8.18
31,5.1,2.4,3.58,4.37,143,100,50,37.64
,10.12,4.75,5.43,4.6,222,97.6,50,34.47
24,10.67,7.51,0.76,4.81,97,69.37,100,0
19,8.73,2.72,3.28,6.67,229,100,50,41.94
18,2.47,1.86,7.54,8.85,37,100,0,100
20,7.66,3.52,3.49,5.79,255,100,50,21.98
18,9.63,4.68,7.88,8.79,219,100,50,86.94
21,3.37,2.08,0.45,4.19,271,96.73,50,0
21,4.29,1.84,5.74,8.63,258,100,0,89.49
32,10.82,8.99,4.65,4.91,288,70.89,100,4.91
17,2.2,0.77,4,8.56,138,100,0,73.29
15,9.53,5.4,7.77,4.28,26,100,100,60.36
38,6.74,5.46,1.04,8.74,292,88.13,100,4.5
39,6.47,4.33,7.17,5,272,100,50,53.2
18,2.07,0.98,5.53,5.51,147,100,0,68.4
20,10.19,5.63,2.07,6.45,111,100,100,0
23,5.6,4.05,7.21,5.9,25,100,50,61.84
36,7.41,6.55,3.43,7.34,93,100,100,16.78
28,8.77,7.33,6.51,8.87,75,100,100,62.89
26,9.03,4.56,3.11,7.03,257,100,50,25.49
39,11.56,10.39,6.81,7.61,41,98.7,100,33.18
34,7.31,2.21,5.09,4.44,60,100,50,36.19
38,6,1.9,1.13,7.14,285,100,0,36.88
39,11.54,9.17,5.2,6.27,277,85.47,100,8.25
18,8.42,3.53,1.53,8.43,67,100,,37.59
35,4.98,1.68,,5.94,158,100,0,25.09
38,3.26,1.44,1.36,,221,100,0,28.51
26,10.43,5.8,0.18,5.14,159,83.84,100,0
24,5.62,,1.7,5.3,161,94.31,50,12.57
36,8.6,5.8,4.29,5.88,252,97.52,100,23.44
21,6.71,2.97,3.85,5.52,177,100,50,46.38
17,3.99,2.4,4.01,5.27,57,100,50,41.75
37,8.02,6.86,1.98,4.25,94,80.77,100,0
28,2.61,2.06,5.48,8.18,194,100,50,73.43
38,6.13,3.03,5.63,4.32,58,100,50,63.65
24,7.47,6.64,2.86,8.44,,100,100,21.81
30,6.36,4.61,7.05,4.63,77,100,50,47.2
30,9.49,3.2,5.15,4.33,108,100,50,47.2
36,,3.3,5.7,6.82,292,100,50,42.1
24,9.71,3.89,2.22,6.51,153,100,50,30.98
39,2.39,1.76,0,6.46,162,100,0,20.01
27,3.94,1.62,6.92,6.87,114,100,0,94.21
20,7.37,4.47,6.58,5.44,175,100,50,61.18
26,11.35,4.04,0.99,7.31,220,100,50,9.74
23,10.35,8.82,2.99,6.51,179,70.1,100,0
27,10.43,5.28,5.29,5.67,230,97.24,100,41.76
18,5.03,4.25,5.22,8.13,191,100,50,45.76
38,6.29,5.45,6.88,7.64,89,100,100,
25,6.71,2.04,1.12,5.97,164,100,50,27.33
34,3.57,2.07,3.44,8.24,186,100,50,48.23
32,2.31,0.73,0.78,8.6,136,100,0,42.56
25,11.47,9.69,3.12,6.68,204,69.21,100,0
39,4.41,2.69,0.12,5.07,222,95.6,50,5.34
35,4.4,1.52,7.19,8.58,181,100,0,100
18,2.83,,4.22,4.95,207,100,0,46.92
32,11.29,5.98,6.8,4.24,62,100,100,36.46
15,7.8,6.74,0.48,5.64,220,73.54,100,0
21,8.67,6.21,1.82,7.63,250,89.47,100,0
20,11.12,9.12,2.08,8.62,23,86.21,100,0
29,5.46,2.84,3.09,7.19,259,100,50,27.49
32,8.22,2.68,6.42,8.76,225,100,50,58.81
38,2.39,2.11,3.09,4.46,113,100,50,27.54
25,3.87,,1.64,4.3,251,100,0,20.89
34,10.31,8.96,0.52,7.02,179,64.49,100,0
38,9.67,5.04,0.64,8.83,132,99.45,100,1.67
29,5.51,1.69,6.08,6.51,271,100,0,63.11
30,5.77,4.12,3.56,4.26,241,88.75,50,15.51
21,7.34,6.52,5.81,5.11,113,99.71,100,23.02
35,2,1.76,5.46,5.22,186,100,0,37.43
24,4.41,1.75,1.08,5.69,157,98.45,0,11.89
26,4.08,,1.14,4.22,229,95.31,0,15.34
38,4.5,2.88,6.04,8.52,275,100,50,71.61
28,10.06,6.86,5.77,6.58,92,97.8,100,34.87
39,4.8,3.57,3.02,7.35,233,100,50,37.55
19,3.92,1.6,0.62,4.34,285,94.78,0,9.28
35,7.04,6.16,0.1,4.27,170,72.63,100,0
32,10.66,7.28,2.31,6.93,254,69.72,100,0
19,4.41,3.56,0.07,8.44,235,95.69,50,0.53
17,2.79,1.74,1.84,6.64,128,100,0,34.46
37,5.56,3.05,3.36,8.39,139,100,50,36.74
19,9.48,8.4,0.97,8.05,117,85.27,100,0
38,7.51,4.88,0.83,4.38,229,74.66,50,0
31,10.17,8.34,7.17,5.01,51,95.57,100,42.5
33,,10.11,4.68,7.29,245,,100,0
33,9.93,7,7.48,6.22,234,100,100,54.28
39,8.04,5.06,2.77,5.45,142,95.18,100,0
35,6.93,2.09,5.42,6.09,166,100,50,79.41
26,2.4,0.78,1.64,6.23,71,100,0,28.34
39,,4.98,4.95,8.55,199,100,50,45.9
23,5.83,2.4,1.04,4.52,206,91.55,50,0
15,3.52,1.59,0.02,5.4,127,100,0,10.88
32,8.67,4.19,7.45,6.69,145,,50,68.68
35,4.84,2.5,4.44,7.49,280,100,50,30.58
18,7.86,4.34,7.42,7.15,213,100,50,70.29
24,7.87,2.83,2.67,8.71,53,100,50,51.22
39,6.46,2.1,2.62,7.98,295,100,50,31.87
,10.36,7.3,3.21,,201,,100,0
36,4.65,2.89,5.65,5.07,258,100,50,48.77
37,6.49,3.68,4.53,6.25,165,100,50,58.69
15,7.38,5.02,7.4,7.47,63,100,100,71.29
31,8.64,6.88,0.2,8.19,278,81.77,100,0
38,9.84,5.48,5.67,8.8,,100,100,44.75
16,5.95,4.07,2.64,7.03,234,100,50,4.86
25,,7.38,1.44,6.63,230,78.95,100,0
23,3.51,2.82,4.08,4.09,250,100,50,32.36
21,11.33,6.29,4.04,4.36,24,94.89,100,0
36,5.83,4,1.1,4.78,288,84.48,50,0
31,9.3,3.78,1.62,4.27,181,90.76,50,6.6
31,2.2,1.4,,6,235,100,0,54.23
16,4.05,3.6,3.27,5.68,293,99.72,50,20.62
20,6.87,4.2,2.54,7.19,119,100,50,29.26
28,10.78,9.23,1.19,6.68,190,64.13,100,0
20,7.27,3.96,0.03,6.98,271,88.18,50,21.38
16,11.3,10.16,7.76,6.36,188,91.68,100,21.65
15,6.84,4.43,7.55,5.39,57,100,50,79.06
24,6.9,2.24,3.87,8.76,247,100,50,62.83
35,3.2,2.09,7.96,4.43,144,100,50,75.29
19,10.03,4.66,5.39,8.69,297,100,50,57.06
16,4.47,1.43,0.55,5.56,156,100,0,16.6
,11,8.72,0.94,6.56,127,75.48,100,0
30,11.11,5.17,7.33,4.54,,100,100,52.95
39,11.43,8.89,5.04,4.35,123,85.01,100,0
16,7.2,3.41,6.75,6.15,265,100,50,62.53
24,8.77,3.65,7.19,7.71,184,100,50,75.03
16,9.79,8.66,3.58,5.35,211,78.35,100,0
30,3.31,1.71,0.39,6.81,214,100,0,8.31
30,8.01,5.29,1.51,5.39,151,88.69,100,7.41
33,2.34,1.56,0.53,5.94,163,100,0,16.9
21,6.98,4.44,1.51,8.53,238,100,50,17.3
36,3.55,3.01,3.28,8.28,45,100,50,46.79
26,3.83,2.7,0.95,6.58,270,93.72,50,8.64
38,5.65,3.06,1.33,5.19,114,100,50,13.34
29,6.32,5.17,3.57,4.97,219,93.9,100,26.68
22,8.23,3.36,2.72,8.77,122,100,50,24.92
20,2.74,1.72,3.74,5.01,212,100,0,31.42
24,7.04,6.13,3.43,8.04,21,100,100,21.54
17,3.83,2.59,5.16,5.84,266,100,50,44.22
33,7.74,6.12,7.5,8.93,110,100,100,87.54
,8.37,5.79,0.86,5.84,64,88.18,100,0
21,7.57,6.08,0.79,5.76,22,,100,0
35,9.38,8.13,6.82,7.19,83,100,100,33.78
34,5.36,2.49,4.05,8.81,154,100,50,34.65
18,9.65,3.88,6.13,8.88,297,100,50,61.68
28,6.33,3.74,1.72,7.54,195,100,50,7.42
34,6.84,4.93,6.63,7.77,139,100,50,64.85
36,8.48,3.7,7.39,6.82,281,100,50,66.98
29,2.18,0.66,5.08,7.78,193,100,0,70.97
38,8.54,4.32,0.85,8.3,137,100,50,10.19
22,8.19,7.22,7.16,6.43,204,100,,35.59
35,5.1,3.66,6.34,7.1,262,100,50,71.97
29,2.86,1.55,6.01,6.69,233,100,0,79.77
36,2.91,1.21,0.29,6.81,140,100,0,40.39
34,11.23,5.77,6.39,8.45,82,100,100,64.75
28,8.89,3.57,1.1,5.78,,91.19,50,11.19
23,3.27,1.19,1.78,5.04,295,99.59,0,30.6
22,5.57,4.7,4.62,6.28,48,100,50,45.9
31,7.92,7.12,2.12,5.04,244,82.84,100,0
16,10.36,4.13,5.29,6.49,192,100,50,51.73
39,2.44,0.81,4.86,8.52,263,100,0,60.87
38,4.37,2.18,,7.09,150,100,50,3.09
17,10.9,6.29,5.25,8.28,39,100,100,31.29
22,2.09,0.88,7.39,4.83,100,100,0,90.55
26,4.01,1.93,1.29,8.5,254,100,0,19.34
15,11.59,4.87,4.78,7.01,240,100,50,41.77
24,8.13,6.22,2.73,4.16,189,77.44,100,9.03
34,4.62,3.36,3.68,7.17,65,100,50,40.74
17,2.67,1.82,2.3,8.76,79,100,0,51.9
20,2.28,1.21,2.83,4.4,115,100,0,30.15
21,4.45,3.76,0.23,6.91,288,93.46,50,0
34,10.81,9.53,7.85,8.58,50,100,100,41.71
37,6.16,2.49,5,4.05,135,100,50,38.49
39,9.2,3.99,4.01,7.15,81,100,50,36.88
32,11.18,6.88,3.07,6.37,165,93.23,100,0
25,6.08,2.16,4.31,5.73,72,100,50,38.91
33,3.91,2.2,3.04,7.14,70,100,50,45.22
19,7.17,4.65,2.88,4.26,188,94.04,50,0
33,11.08,6.79,3.71,7.77,214,90.03,100,20.26
25,10.04,5.01,2.21,4.02,102,96.03,100,0
,2.66,1.66,1.44,5.53,153,100,0,18.25
26,8.93,7.82,4.45,6.52,287,84.47,100,17.61
24,7.72,3.27,6.74,5.89,100,100,50,74.84
22,11.07,7.67,1.22,5.54,238,66.34,100,0
38,3.22,1.05,0.26,8.15,21,100,0,56.24
23,7.34,2.49,1.97,8.67,270,100,50,35.97
18,10.79,6.81,7.84,8.37,255,100,100,68.7
19,6.1,2.21,6.63,6.61,175,100,50,70.16
35,6.82,2.14,4.77,8.42,56,100,50,42.14
22,2.7,1.09,7.43,8.6,248,100,0,100
37,4.78,3.05,3.56,6.05,164,100,50,40.97
23,5.25,3.79,7.87,5.42,75,100,50,77.35
29,11.45,4.83,2.37,4.49,140,95.72,50,0
29,4.83,3.39,1.92,,230,96.66,50,46.96
30,6.61,2.71,5.1,8.73,279,100,50,53.55
28,8.71,5.82,3.03,6.8,122,92.71,100,15.1
22,3.62,1.98,5.01,7.34,254,100,0,65.85
32,6.86,4.75,2.44,4.56,57,94.54,50,15.68
24,9.39,8.42,4.94,4.72,127,89.73,100,0
34,10.67,9.2,2.21,6.32,243,65.38,100,0
20,8.26,2.5,0.41,8.76,203,100,50,37.99
26,8.69,7.22,7.3,5.8,174,99.52,100,34.44
16,3.26,1.11,7.07,8.39,51,100,0,97.18
21,11.46,9.99,7.77,4.6,253,73.55,100,3.09
30,3.33,1.56,5.73,7.09,269,100,0,74.63
17,9.75,5.16,5.46,7,77,100,100,37.13
27,4.65,1.65,4.47,8.3,182,100,0,74.46
17,11.34,4.17,1.01,4.02,36,96.8,50,0
32,9.2,6.77,1.51,4.95,273,73.47,100,0
25,9.54,8.27,2.32,5.1,165,73.26,100,0
22,4.19,2.79,7.12,8.75,248,100,50,100
20,6.43,4.69,1.38,4.77,259,83.02,50,0
15,8.18,6.19,7.38,4.18,35,100,100,32.6
15,9.7,4.44,4.18,6.67,94,100,50,39.58
37,,0.99,5.72,6.64,279,100,0,57.16
22,11.62,3.5,0.88,8.22,23,100,50,14.63
19,10.9,5.56,2.15,8.74,270,97.24,100,16.88
30,4.7,2.09,7.67,6.69,104,100,50,95.51
25,10.23,3.45,2.13,8.65,82,100,50,
19,7.18,2.93,2.37,7.63,119,100,50,47.87
18,6.62,2.48,1.58,5.32,262,,50,
20,5.14,4.36,1.03,8.64,181,98.59,50,22.12
28,7.81,3,1.87,7.34,197,100,50,33.52
36,9.3,5.79,5.14,6.07,271,97.27,100,35.74
33,6.11,4.01,3.64,7.4,61,100,50,24.66
23,8.29,5.19,4.43,6.01,261,94.12,100,27.59
26,8.99,3.23,0.98,4.57,110,100,50,0.61
25,9.11,4.48,6.42,7.59,47,100,50,77.94
28,2.52,0.83,6.27,8.12,174,100,0,92.51
37,10.6,5.7,0.17,7.64,138,79.62,100,0
30,6.58,2.72,3.07,5.15,239,100,50,24.41
15,4.62,2.94,0.55,8.78,283,98.77,50,13.71
27,4.42,3.16,6.34,4.13,140,100,50,56.15
37,6.83,4.23,5.9,5.66,65,100,50,54.73
35,,6.09,7.22,5.3,299,100,100,38.99
35,5.78,3.08,1.89,4.24,134,99.31,50,8.2
27,9.5,7.65,3.65,6.03,187,85.83,100,0
16,2.97,1.28,1.48,7.12,265,100,0,46.63
18,6.76,5.01,2.97,8.41,299,84.65,100,19.95
20,11.92,8.99,4.18,8.95,253,83.92,100,9.44
37,9.7,5.35,0.43,8.04,41,96.26,100,4.63
19,4.11,1.97,5.72,6.34,221,100,0,69.24
39,7.01,4.08,4.35,7.62,87,100,50,41.75
17,4.34,1.54,6.63,8.22,155,100,0,
15,6.1,2,2.17,6.33,250,98.68,50,44.16
18,9.8,3.6,7.23,7.93,77,100,50,87.59
39,9.71,4,7.99,6.41,34,100,50,83.27
34,4.28,2.58,7.35,5.93,283,100,50,80.5
16,11.22,9.08,6.22,6.63,189,86.93,100,17.7
19,7.93,3.5,6.5,7.38,188,100,50,65.5
17,5.8,4.99,4.59,7.63,67,100,50,61.26
23,7.02,6.13,1.52,5.78,115,82.26,100,6.94
34,8.05,7.05,5.42,6.86,63,100,100,25.4
20,,6.1,5.7,8.55,259,100,100,54.53
32,6.86,3.56,7.88,8.88,89,100,50,96.71
20,7.05,2.42,4.33,5.14,272,97.74,50,42.78
33,3.76,2.41,2.17,4.96,85,100,50,39.75
26,10.13,6.43,5.47,7.38,50,100,100,39.83
39,7.42,6.01,7.84,6.07,233,100,100,56.23
25,3.31,2.97,1.42,4.12,200,89.87,50,9.93
16,9.66,5.84,2.61,5.73,221,93.58,100,0
29,11.32,5.74,4.34,8.03,87,100,100,37.75
26,11.47,4.72,1.36,7.99,44,95,50,0.63
26,5.69,1.72,0.18,6.47,267,100,0,18.24
23,3.36,2.03,2.7,6.36,179,100,50,42.62
35,7.18,4.55,6.92,6.9,299,100,50,70.08
38,3.13,2.49,0.35,5.1,276,87.66,50,7.06
16,11.34,6.84,3.43,6.63,130,84.2,100,34.6
36,3.84,3.26,6.1,4.06,66,100,50,39.12
17,4.53,,7.63,6.38,198,100,50,77.51
26,6.07,4.88,7.88,5.68,55,100,50,77
30,5.83,2.27,3.38,7.37,217,100,50,57.41
35,9.95,8.09,7.6,7.19,61,100,100,39.67
38,6.56,4.63,0.28,5.9,109,93.64,50,3.85
15,3.71,1.49,5.97,4.04,87,100,0,50.73
,4.67,1.93,5.14,5.26,89,100,0,51.54
,7.09,6.07,2,7.17,129,82.67,100,7.53
34,3.47,1.11,4.06,4.36,41,100,0,55.09
16,8.12,4.69,1.04,4.54,296,85.17,50,0
23,7.66,3.74,6.97,7.24,214,100,50,78.48
33,9.15,6.4,2.86,7.78,64,100,100,10
29,11.38,9.15,5.01,5.61,130,82.1,100,13.63
32,11.12,5.74,1.27,6.45,228,86.1,100,0
